Origin,Total,January,February,March,April,May,June,July,August,September,October,November,December
Total,11815683,704464,310615,423258,592735,845027,1019843,1214346,1045915,650918,501063,384875,292473
Basis of record invalid,784,122,29,28,30,36,26,44,37,50,29,43,34
Continent country mismatch
Continent derived from coordinates
Continent invalid,1063,98,18,225,102,42,35,27,12,49,69,128,184
Coordinate invalid,7,0,0,0,0,0,0,0,5,0,0,0,0
Coordinate out of range
Coordinate reprojected
Coordinate reprojection failed
Coordinate reprojection suspicious
Coordinate rounded,28001,350,207,512,2421,2519,2532,3257,2884,3462,1148,363,354
Country coordinate mismatch,30657,1757,1316,1310,1396,1579,1893,3167,1958,1610,1635,1391,883
Country derived from coordinates,23875,587,250,540,773,1433,2005,2067,2015,1445,957,435,253
Country invalid,64624,2691,640,1364,1510,4280,4800,5628,2923,1772,1119,771,640
Country mismatch
Depth min max swapped
Depth non numeric
Depth not metric
Depth unlikely
Elevation min max swapped
Elevation non numeric,1,1,0,0,0,0,0,0,0,0,0,0,0
Elevation not metric,1,1,0,0,0,0,0,0,0,0,0,0,0
Elevation unlikely
Geodetic datum assumed wgs84
Geodetic datum invalid
Identified date invalid
Identified date unlikely,131,19,4,4,3,2,10,34,7,13,15,4,0
Modified date invalid
Modified date unlikely,54,25,1,4,0,2,1,1,0,1,1,0,3
Multimedia date invalid
Multimedia uri invalid
Presumed negated latitude,1728,168,164,134,105,141,102,207,107,74,88,95,117
Presumed negated longitude,3130,456,309,225,136,101,81,215,123,184,193,136,131
Presumed swapped coordinate,99,1,9,23,2,24,7,2,4,5,5,1,5
Recorded date invalid,30,0,0,0,1,3,1,0,1,0,0,0,0
Recorded date mismatch,1,0,0,0,0,0,0,0,0,0,0,0,0
Recorded date unlikely,2621,132,24,35,72,168,131,226,193,223,90,37,80
References uri invalid
Taxon match fuzzy,163180,10999,4771,6581,8439,11258,13041,14201,12478,9127,7248,5563,4655
Taxon match higherrank,732510,37304,10355,15555,24973,33698,48003,68618,69577,34260,21799,13151,9283
Taxon match none,81025,2760,731,951,1030,1369,1253,1110,1125,1181,1148,652,795
Type status invalid,690,4,1,0,3,4,1,2,2,0,1,0,0
Zero coordinate,24,0,0,0,0,1,0,0,0,0,0,0,0
Coordinate precision invalid,915,84,53,90,56,78,55,40,30,33,45,32,24
Coordinate uncertainty meters invalid
Individual count invalid,25,1,0,0,1,0,1,9,0,2,1,0,0
Interpretation error
Individual count conflicts with occurrence status
Occurrence status inferred from individual count,1924134,94923,38424,60371,98018,150157,193918,223882,215650,111451,70108,44470,37225
Occurrence status unparsable
Georeferenced date invalid
Georeferenced date unlikely
Ambiguous collection
Ambiguous institution,49461,0,0,0,0,0,0,0,0,0,0,0,0
Collection match fuzzy,38408,803,118,1536,1449,5238,9203,1639,5857,3886,3823,2176,1791
Collection match none,82522,2016,282,402,2184,8614,15254,31402,11390,3200,1388,393,526
Institution collection mismatch,30338,641,287,713,1913,4510,5716,7851,4305,2042,1204,541,133
Institution match fuzzy,151268,3460,687,2651,5546,18362,30173,40892,21552,9128,6415,3110,2450
Institution match none,8392869,542708,251816,329909,442453,601237,691223,809516,693490,467381,382343,311199,232832
Occurrence status inferred from basis of record,7394,2353,119,95,119,171,378,309,190,339,191,184,75
Different owner institution
Taxon match aggregate
Footprint srs invalid
Footprint wkt invalid
Accepted name missing
Accepted name not unique
Accepted name usage id invalid
Alt identifier invalid
Backbone match none
Basionym author mismatch
Bib reference invalid
Chained synoym
Classification not applied
Classification rank order invalid
Conflicting basionym combination
Description invalid
Distribution invalid
Homonym
Multimedia invalid
Name parent mismatch
No species
Nomenclatural status invalid
Original name derived
Original name not unique
Original name usage id invalid
Orthographic variant
Parent cycle
Parent name not unique
Parent name usage id invalid
Partially parsable
Published before genus
Rank invalid
Relationship missing
Scientific name assembled
Species profile invalid
Taxonomic status invalid
Taxonomic status mismatch
Unparsable
Vernacular name invalid
Backbone match aggregate
